supergrupo,Año,Ubicación,Detalle,Nombre grupo,ANIO,Color
Accu - Auc,01/01/2001,"6.226191, -75.485583","<p>Desde 2001, Diego Fernando Murillo, alias ‘Don Berna’, narcotraficante y exjefe del Bloque Cacique Nutibara, desató una guerra en contra del Bloque Metro por el control de los territorios donde tenía influencia, los barrios periféricos de Medellín y las regiones antioqueñas del Valle de Aburrá, Oriente y Nordeste Antioqueño. Un conflicto que duró más de dos años.</p>

<p>La guerra se dio porque ‘Don Berna’ sintió que Carlos Mauricio García, alias ‘Doble Cero’, exjefe del Metro, invadió sus territorios y porque ‘Doble Cero’ se unió a Carlos Castaño cuando se opuso a que las Auc siguieran manteniendo vínculos con ‘narcos’ como ‘Don Berna’. La mayoría de las bandas delincuenciales de Medellín se integraron al Nutibara, y las que no lo hicieron sufrieron las consecuencias, como la masacre de Medellín, perpetrada el 26 de abril de 2001.</p>",Bloque Cacique Nutibara,2001,a
Accu - Auc,01/01/2001,"4.087089, -76.192236","<p>En su proyecto de expansión, el Bloque Calima le quitó algunas zonas de influencia a la guerrilla y perpetró en 2001 al menos 14 masacres en Cauca y en Valle del Cauca, como la de El Naya, cometida en abril en medio de los dos departamentos. A pesar de que se recuperaron 27 cuerpos, la comunidad asegura que más de 100 personas fueron asesinadas. Esta masacre, según el Centro de Memoria Histórica en su informe ¡Basta Ya!, hizo parte de una estrategia por disputarle la cadena productiva de la cocaína a las Farc, única dueña antes de la llegada de los ‘paras’.
</p>
<p>En 2001, el Bloque Calima avanzó hacia el sur del Cauca, donde ingresó con el objetivo de taponar un corredor estratégico para el tráfico de droga entre Caquetá, Putumayo y Nariño. Entró a la región masacrando campesinos en municipios como Piamonte, Popayán, Corinto y El Tambo. Casos como la masacre de La Rejoya, en Popayán, donde fueron asesinadas 10 personas, o la de una matanza perpetrada en octubre, en Buga, donde murieron 24.</p>",Bloque Calima,2001,a
Accu - Auc,01/01/2001,"3.909123, -76.297709","<p>En su proyecto de expansión, el Bloque Calima le quitó algunas zonas de influencia a la guerrilla y perpetró en 2001 al menos 14 masacres en Cauca y en Valle del Cauca, como la de El Naya, cometida en abril en medio de los dos departamentos. A pesar de que se recuperaron 27 cuerpos, la comunidad asegura que más de 100 personas fueron asesinadas. Esta masacre, según el Centro de Memoria Histórica en su informe ¡Basta Ya!, hizo parte de una estrategia por disputarle la cadena productiva de la cocaína a las Farc, única dueña antes de la llegada de los ‘paras’.
</p>
<p>En 2001, el Bloque Calima avanzó hacia el sur del Cauca, donde ingresó con el objetivo de taponar un corredor estratégico para el tráfico de droga entre Caquetá, Putumayo y Nariño. Entró a la región masacrando campesinos en municipios como Piamonte, Popayán, Corinto y El Tambo. Casos como la masacre de La Rejoya, en Popayán, donde fueron asesinadas 10 personas, o la de una matanza perpetrada en octubre, en Buga, donde murieron 24.</p>",Bloque Calima,2001,a
Accu - Auc,01/01/2001,"2.966705, -76.592431","<p>En su proyecto de expansión, el Bloque Calima le quitó algunas zonas de influencia a la guerrilla y perpetró en 2001 al menos 14 masacres en Cauca y en Valle del Cauca, como la de El Naya, cometida en abril en medio de los dos departamentos. A pesar de que se recuperaron 27 cuerpos, la comunidad asegura que más de 100 personas fueron asesinadas. Esta masacre, según el Centro de Memoria Histórica en su informe ¡Basta Ya!, hizo parte de una estrategia por disputarle la cadena productiva de la cocaína a las Farc, única dueña antes de la llegada de los ‘paras’.
</p><p>
En 2001, el Bloque Calima avanzó hacia el sur del Cauca, donde ingresó con el objetivo de taponar un corredor estratégico para el tráfico de droga entre Caquetá, Putumayo y Nariño. Entró a la región masacrando campesinos en municipios como Piamonte, Popayán, Corinto y El Tambo. Casos como la masacre de La Rejoya, en Popayán, donde fueron asesinadas 10 personas, o la de una matanza perpetrada en octubre, en Buga, donde murieron 24.</p>",Bloque Calima,2001,a
Accu - Auc,01/01/2003,"8.113807, -76.731811","<p>Según la ONG Escuela Nacional Sindical, en el Urabá, región que para la época contaba con fuerte presencia del Bloque Bananero de las Auc, fueron asesinados más de 620 sindicalistas. Más de 20.000 personas fueron desplazadas forzosamente entre 2001 y 2003.
</p>
<p>El Bloque recibía contribuciones de empresas, sobre todo bananeras, a cambio de protección contra las guerrillas que delinquían en la región desde los años 70. Los puertos fueron utilizados para sacar droga y entrar armas. Se calcula que los ‘paras’ de este grupo asesinaron al menos a unas 3.000 personas algunas de ellas sindicalistas y militantes de la Unión Patriótica, un movimiento político de izquierda que fue objeto de un exterminio desde mediados de los años ochenta.</p>",Bloque Bananero,2003,a
Accu - Auc,01/01/2003,"7.878602, -76.626650","<p>Según la ONG Escuela Nacional Sindical, en el Urabá, región que para la época contaba con fuerte presencia del Bloque Bananero de las Auc, fueron asesinados más de 620 sindicalistas. Más de 20.000 personas fueron desplazadas forzosamente entre 2001 y 2003.
</p>
<p>
El Bloque recibía contribuciones de empresas, sobre todo bananeras, a cambio de protección contra las guerrillas que delinquían en la región desde los años 70. Los puertos fueron utilizados para sacar droga y entrar armas. Se calcula que los ‘paras’ de este grupo asesinaron al menos a unas 3.000 personas algunas de ellas sindicalistas y militantes de la Unión Patriótica, un movimiento político de izquierda que fue objeto de un exterminio desde mediados de los años ochenta.</p>",Bloque Bananero,2003,a
Accu - Auc,01/01/2003,"7.763178, -76.668587","<p>Según la ONG Escuela Nacional Sindical, en el Urabá, región que para la época contaba con fuerte presencia del Bloque Bananero de las Auc, fueron asesinados más de 620 sindicalistas. Más de 20.000 personas fueron desplazadas forzosamente entre 2001 y 2003.
</p>
<p>
El Bloque recibía contribuciones de empresas, sobre todo bananeras, a cambio de protección contra las guerrillas que delinquían en la región desde los años 70. Los puertos fueron utilizados para sacar droga y entrar armas. Se calcula que los ‘paras’ de este grupo asesinaron al menos a unas 3.000 personas algunas de ellas sindicalistas y militantes de la Unión Patriótica, un movimiento político de izquierda que fue objeto de un exterminio desde mediados de los años ochenta.</p>",Bloque Bananero,2003,a
Accu - Auc,01/01/2003,"7.666834, -76.684012","<p>Según la ONG Escuela Nacional Sindical, en el Urabá, región que para la época contaba con fuerte presencia del Bloque Bananero de las Auc, fueron asesinados más de 620 sindicalistas. Más de 20.000 personas fueron desplazadas forzosamente entre 2001 y 2003.
</p>
<p>
El Bloque recibía contribuciones de empresas, sobre todo bananeras, a cambio de protección contra las guerrillas que delinquían en la región desde los años 70. Los puertos fueron utilizados para sacar droga y entrar armas. Se calcula que los ‘paras’ de este grupo asesinaron al menos a unas 3.000 personas algunas de ellas sindicalistas y militantes de la Unión Patriótica, un movimiento político de izquierda que fue objeto de un exterminio desde mediados de los años ochenta.
</p>",Bloque Bananero,2003,a
Accu - Auc,01/01/2001,"0.532555, -76.510089","<p>Según la Fiscalía de Justicia y Paz, el Bloque Sur Putumayo siguió las órdenes de la llamada Casa Castaño hasta 2001 que iban desde desmembrar y desaparecer cuerpos en los ríos o en fosas comunes hasta desplazar y asesinar a la población con listas en las plazas públicas de los pueblos. Según desmovilizados, los ‘paras’ hacían lo que querían en el bajo y medio Putumayo ante la ausencia de la fuerza pública.
</p>
<p>
Rutas del Conflicto documentó dos masacres cometidas por estos paramilitares en 2001. En enero asesinaron a cinco personas en Puerto Caicedo y en junio a otras 17 en Villagarzón, a quienes se llevaron con lista en mano y arrojaron sus restos al río Putumayo.</p>",Bloque Sur Putumayo,2001,a
Accu - Auc,01/01/2001,"0.469642, -76.983160","<p>Según la Fiscalía de Justicia y Paz, el Bloque Sur Putumayo siguió las órdenes de la llamada Casa Castaño hasta 2001 que iban desde desmembrar y desaparecer cuerpos en los ríos o en fosas comunes hasta desplazar y asesinar a la población con listas en las plazas públicas de los pueblos. Según desmovilizados, los ‘paras’ hacían lo que querían en el bajo y medio Putumayo ante la ausencia de la fuerza pública.
</p>
<p>

Rutas del Conflicto documentó dos masacres cometidas por estos paramilitares en 2001. En enero asesinaron a cinco personas en Puerto Caicedo y en junio a otras 17 en Villagarzón, a quienes se llevaron con lista en mano y arrojaron sus restos al río Putumayo.</p>",Bloque Sur Putumayo,2001,a
Accu - Auc,01/01/2001,"0.682499, -76.877964","<p>Según la Fiscalía de Justicia y Paz, el Bloque Sur Putumayo siguió las órdenes de la llamada Casa Castaño hasta 2001 que iban desde desmembrar y desaparecer cuerpos en los ríos o en fosas comunes hasta desplazar y asesinar a la población con listas en las plazas públicas de los pueblos. Según desmovilizados, los ‘paras’ hacían lo que querían en el bajo y medio Putumayo ante la ausencia de la fuerza pública.
</p>
<p>
Rutas del Conflicto documentó dos masacres cometidas por estos paramilitares en 2001. En enero asesinaron a cinco personas en Puerto Caicedo y en junio a otras 17 en Villagarzón, a quienes se llevaron con lista en mano y arrojaron sus restos al río Putumayo.</p>",Bloque Sur Putumayo,2001,a
Accu - Auc,01/01/2003,"7.415499, -77.125398","<p>Según escribió la periodista María Teresa Ronderos en el libro Guerras Recicladas, para 2002 o 2003, el Bloque Élmer Cárdenas tenía gran influencia en algunos municipios contiguos de Chocó, Antioquia y Córdoba, en donde la ley era que las calles y los niños permanecieran limpios.
</p>
<p> “Banderas colombianas izadas en cada escuela, pues había muchachitos que solo veían televisión peruana”, describió Ronderos, antes de recordar que la Justicia documentó cerca de 300 casos de reclutamiento forzado por parte de estos ‘paras’. Los niños, entre los que había 22 de edades entre los 10 y los 14 años, eran enviados a una de las 15 escuelas de entrenamiento paramilitar en Urabá.</p>",Bloque Élmer Cárdenas,2003,a
Accu - Auc,01/01/2003,"6.101418, -77.177102","<p>Según escribió la periodista María Teresa Ronderos en el libro Guerras Recicladas, para 2002 o 2003, el Bloque Élmer Cárdenas tenía gran influencia en algunos municipios contiguos de Chocó, Antioquia y Córdoba, en donde la ley era que las calles y los niños permanecieran limpios.
</p>
<p> “Banderas colombianas izadas en cada escuela, pues había muchachitos que solo veían televisión peruana”, describió Ronderos, antes de recordar que la Justicia documentó cerca de 300 casos de reclutamiento forzado por parte de estos ‘paras’. Los niños, entre los que había 22 de edades entre los 10 y los 14 años, eran enviados a una de las 15 escuelas de entrenamiento paramilitar en Urabá.</p>",Bloque Élmer Cárdenas,2003,a
Accu - Auc,01/01/2003,"5.889540, -76.236713","<p>Según escribió la periodista María Teresa Ronderos en el libro Guerras Recicladas, para 2002 o 2003, el Bloque Élmer Cárdenas tenía gran influencia en algunos municipios contiguos de Chocó, Antioquia y Córdoba, en donde la ley era que las calles y los niños permanecieran limpios. 
</p>
<p>
“Banderas colombianas izadas en cada escuela, pues había muchachitos que solo veían televisión peruana”, describió Ronderos, antes de recordar que la Justicia documentó cerca de 300 casos de reclutamiento forzado por parte de estos ‘paras’. Los niños, entre los que había 22 de edades entre los 10 y los 14 años, eran enviados a una de las 15 escuelas de entrenamiento paramilitar en Urabá.</p>",Bloque Élmer Cárdenas,2003,a
Accu - Auc,01/01/2004,"5.201045, -76.715299","<p>Según documentó el portal VerdadAbierta.com, la cifra de homicidios crecieron entre 2000 y 2004 en algunos municipios del Pacífico por enfrentamientos entre la guerrilla de las Farc y las Auc. La confrontación entre el Bloque Pacífico y la guerrilla se dio por el control de los negocios del narcotráfico y de la minería. De acuerdo con cifras oficiales, los municipios chocoanos que más presentaron desplazamientos forzados fueron Bojayá con más de 3.800 personas, e Istmina con al menos 1.000 pobladores desplazados. En 2004 y 2005 los homicidios en Istmina se triplicaron en comparación con estos crímenes en 2002 y 2003.
</p>
<p>
Rutas del Conflicto documentó que en marzo de 2004 ‘paras’ del Pacífico asesinaron a cinco indígenas de la comunidad Nasa en Buenaventura, Valle del Cauca. Sus cuerpos aparecieron días después en fosas comunes. Desde los años ochenta los indígenas Nasa han sido víctimas de paramilitares y guerrilleros en Cauca y en Valle.</p>",Bloque Pacífico,2004,a
Accu - Auc,01/01/2004,"2.778409, -77.664636","<p>Según documentó el portal VerdadAbierta.com, la cifra de homicidios crecieron entre 2000 y 2004 en algunos municipios del Pacífico por enfrentamientos entre la guerrilla de las Farc y las Auc. La confrontación entre el Bloque Pacífico y la guerrilla se dio por el control de los negocios del narcotráfico y de la minería. De acuerdo con cifras oficiales, los municipios chocoanos que más presentaron desplazamientos forzados fueron Bojayá con más de 3.800 personas, e Istmina con al menos 1.000 pobladores desplazados. En 2004 y 2005 los homicidios en Istmina se triplicaron en comparación con estos crímenes en 2002 y 2003.
</p>
<p>
Rutas del Conflicto documentó que en marzo de 2004 ‘paras’ del Pacífico asesinaron a cinco indígenas de la comunidad Nasa en Buenaventura, Valle del Cauca. Sus cuerpos aparecieron días después en fosas comunes. Desde los años ochenta los indígenas Nasa han sido víctimas de paramilitares y guerrilleros en Cauca y en Valle.</p>",Bloque Pacífico,2004,a
